outcome,category_name,sub_category_name,goal,pledged,outcome
successful,Design,"Graphic Design",500,1673.12,successful
successful,Music,Rock,7500,7801.02,successful
failed,Food,Drinks,21331,6,failed
failed,Art,"Public Art",1000000,0,failed
successful,Crafts,Crafts,2500,2503,successful
failed,Fashion,Fashion,2200,1588,failed
failed,Games,Games,3000,617,failed
failed,Design,"Product Design",10000,3861,failed
successful,Technology,Sound,40000,49002,successful
failed,Food,Food,26000,1324,failed
failed,Publishing,Fiction,2700,596,failed
failed,Publishing,Publishing,5000,0,failed
failed,Publishing,"Radio & Podcasts",2000,11,failed
failed,Music,"Classical Music",7000,468,failed
successful,Publishing,"Radio & Podcasts",48000,54182,successful
successful,Music,Rock,9500,10264.97,successful
failed,"Film & Video",Webseries,2500,450,failed
failed,Publishing,Nonfiction,20000,0,failed
failed,Music,Pop,5000,1906,failed
successful,Art,Installations,3500,3645,successful
successful,Comics,Anthologies,2184,2433,successful
failed,Food,Food,35,16,failed
failed,Games,"Video Games",8000,0,failed
successful,Art,"Performance Art",5000,5226.99,successful
failed,"Film & Video",Television,50000,5262,failed
successful,Journalism,Journalism,3500,4551,successful
failed,Games,"Tabletop Games",15000,6,failed
successful,Fashion,Accessories,268,755,successful
successful,Games,"Tabletop Games",3000,6192,successful
failed,Games,"Video Games",10000,404,failed
failed,Design,"Product Design",8000,7780,failed
successful,"Film & Video",Documentary,300,330,successful
failed,Art,Art,550,360,failed
failed,Crafts,DIY,15000,21,failed
failed,"Film & Video",Webseries,400,41,failed
successful,"Film & Video","Film & Video",3500,9745.99,successful
successful,Art,"Public Art",3000,3065,successful
failed,Design,"Product Design",83000,210,failed
successful,Fashion,Fashion,5000,10226,successful
successful,Design,"Product Design",18000,18380,successful
successful,Music,"Country & Folk",5000,5010,successful
successful,Music,Jazz,3000,3316.7,successful
failed,"Film & Video","Narrative Film",7000,841,failed
failed,"Film & Video",Documentary,22000,906,failed
successful,Music,Music,1200,1200.66,successful
failed,Art,Sculpture,17000,25,failed
failed,Crafts,Stationery,650,103,failed
successful,Art,Painting,5800,8642,successful
successful,Games,"Tabletop Games",3000,9031.16,successful
successful,Music,Rock,500,745,successful
successful,Theater,Theater,1350,1445,successful
failed,Crafts,Crafts,20000,59,failed
failed,Food,"Small Batch",15,5,failed
failed,Music,Music,2200,715,failed
failed,Music,Pop,3500,178,failed
failed,"Film & Video",Shorts,10000,1393,failed
successful,Art,Art,600,2061,successful
failed,Games,"Tabletop Games",8000,2478,failed
successful,Publishing,"Art Books",2500,2600,successful
failed,Technology,Technology,15000,1330,failed
failed,Design,"Product Design",13500,331,failed
successful,"Film & Video",Shorts,5000,5005,successful
failed,Games,"Tabletop Games",25000,56,failed
successful,Design,"Product Design",25000,32958,successful
failed,Technology,Technology,15000,325,failed
successful,Technology,Sound,10000,10552,successful
failed,Technology,Apps,26500,15,failed
failed,Journalism,Journalism,20000,200,failed
failed,Games,"Video Games",5000,1,failed
failed,Music,"Indie Rock",1200,396,failed
successful,Design,"Graphic Design",7500,65787.01,successful
failed,Fashion,Ready-to-wear,15500,6490,failed
failed,Crafts,Crafts,2000,36,failed
failed,Fashion,Fashion,10000,100,failed
successful,Art,Art,10000,11864,successful
successful,Design,"Product Design",15000,17917,successful
successful,Music,"Classical Music",6000,6634,successful
failed,"Film & Video",Documentary,7000,0,failed
failed,"Film & Video","Film & Video",20000,0,failed
successful,Photography,Animals,2000,2010,successful
failed,Art,"Digital Art",5000,1627,failed
failed,"Film & Video",Shorts,5000,820,failed
successful,Photography,People,600,612,successful
successful,Design,"Product Design",6000,51547,successful
successful,Food,Food,18888,19476,successful
successful,Dance,Workshops,5000,6000,successful
failed,Games,"Tabletop Games",25000,6757,failed
failed,Music,Pop,4491,185,failed
failed,Art,"Public Art",20000,0,failed
failed,Technology,"3D Printing",50000,13404,failed
failed,Journalism,Journalism,45000,3300,failed
failed,Music,"Country & Folk",3000,0,failed
failed,"Film & Video",Action,2000000,0,failed
failed,"Film & Video",Shorts,20000,656,failed
successful,"Film & Video",Shorts,2500,2525.93,successful
successful,"Film & Video",Documentary,12000,15410,successful
failed,Publishing,Fiction,24500,150,failed
successful,Games,"Video Games",200,373,successful
failed,Fashion,Apparel,5000,1223,failed
successful,Crafts,Stationery,1000,8708,successful
failed,Music,"World Music",2200,0,failed
successful,Art,Illustration,350,482,successful
successful,Design,"Civic Design",15000,17148,successful
successful,Comics,Comics,3000,5116.5,successful
failed,Fashion,Apparel,75000,823,failed
failed,"Film & Video",Television,6000,360,failed
failed,"Film & Video",Webseries,7500,985,failed
failed,"Film & Video",Documentary,10000,575,failed
failed,Design,Design,20000,2083.02,failed
successful,Music,"Classical Music",3000,3026,successful
failed,Design,"Product Design",20000,336,failed
successful,Games,"Tabletop Games",1000,1105,successful
successful,Art,Illustration,3200,3520,successful
failed,"Film & Video","Narrative Film",35000,2151,failed
failed,Design,Design,65000,23468,failed
failed,"Film & Video",Documentary,9000,1996.11,failed
failed,Technology,Software,10000,5836,failed
successful,Food,Spaces,11000,12914,successful
failed,Publishing,"Children's Books",9850,1,failed
failed,Photography,"Fine Art",25000,15062,failed
failed,Publishing,"Young Adult",4500,5,failed
successful,Comics,Webcomics,10934,35077,successful
failed,Art,Art,25000,786,failed
successful,Art,"Public Art",900,1130,successful
failed,Food,Drinks,50000,15510,failed
failed,"Film & Video",Shorts,2000,510,failed
failed,Technology,Web,20000,28,failed
failed,Design,Design,150,6,failed
successful,Music,Music,1000,1007,successful
failed,"Film & Video",Documentary,15000,275,failed
failed,Publishing,Publishing,300,0,failed
successful,Publishing,Publishing,18000,26907.55,successful
failed,Publishing,Fiction,300,101,failed
failed,Crafts,Crafts,3200,179,failed
successful,"Film & Video",Drama,32608,32614,successful
failed,Music,Music,5550,0,failed
failed,Food,"Food Trucks",6000,112,failed
successful,Comics,"Comic Books",4000,5012,successful
failed,Music,Hip-Hop,10000,0,failed
failed,Publishing,Fiction,2000,286,failed
failed,Food,"Farmer's Markets",10000,1,failed
failed,Technology,Apps,100000,2922,failed
successful,"Film & Video",Documentary,75000,75347,successful
failed,"Film & Video",Documentary,20000,351,failed
successful,Publishing,Publishing,10000,13682.15,successful
successful,"Film & Video",Documentary,1500,2913.96,successful
successful,"Film & Video",Documentary,5250,5395,successful
successful,Comics,"Comic Books",1500,4797,successful
successful,Publishing,"Children's Books",5500,5733,successful
successful,Music,"Classical Music",1500,1595,successful
successful,Comics,"Comic Books",200,230,successful
successful,Publishing,"Children's Books",4300,4308,successful
failed,"Film & Video",Shorts,10000,0,failed
failed,Technology,Apps,30000,110,failed
failed,Games,"Video Games",50000,763,failed
failed,Publishing,Nonfiction,20000,60,failed
failed,Music,Hip-Hop,3300,981,failed
failed,Publishing,"Children's Books",28500,15457,failed
failed,Art,"Public Art",4000,135,failed
failed,Food,Restaurants,500,0,failed
successful,Music,Metal,1300,1516,successful
failed,Music,"Country & Folk",3000,279,failed
successful,Design,"Product Design",2000,3187,successful
successful,Art,"Mixed Media",300,317,successful
failed,"Film & Video",Shorts,2500,35,failed
failed,Art,"Public Art",2750,356,failed
successful,Publishing,"Children's Books",5000,6705,successful
successful,"Film & Video",Horror,100,588,successful
failed,"Film & Video",Television,22000,0,failed
failed,Publishing,Nonfiction,3000,60,failed
failed,Technology,Web,703,25,failed
successful,Art,"Performance Art",5500,5600.65,successful
failed,Food,Drinks,500000,25,failed
failed,"Film & Video",Horror,500,26,failed
failed,Food,Food,500,5,failed
successful,"Film & Video",Shorts,1500,1900,successful
successful,Fashion,Fashion,30000,98895.5,successful
failed,Food,"Farmer's Markets",1000,11,failed
failed,Food,Farms,65000,60,failed
failed,"Film & Video","Narrative Film",50000,20,failed
successful,"Film & Video",Shorts,1500,1500,successful
failed,Publishing,Fiction,5000,51,failed
failed,Publishing,Nonfiction,38000,0,failed
failed,"Film & Video",Drama,5000,5,failed
successful,Design,"Product Design",2150,4890,successful
successful,Comics,Comics,5000,16459.01,successful
failed,Games,Games,10000,100,failed
successful,Theater,Theater,6500,6550,successful
failed,Comics,Comics,50,0,failed
failed,Design,"Product Design",300,60,failed
successful,Design,"Product Design",25000,30199,successful
successful,Publishing,"Art Books",2500,5930,successful
failed,Art,"Conceptual Art",28000,1272,failed
failed,Food,Food,300,0,failed
successful,Music,"World Music",3000,3206.01,successful
failed,"Film & Video",Documentary,100000,516,failed
failed,Publishing,Fiction,28000,570,failed
failed,Food,"Food Trucks",25000,460,failed
failed,Music,Rock,500,0,failed
failed,Music,Music,10000,0,failed
failed,"Film & Video","Narrative Film",55000,5780,failed
failed,Technology,Technology,32000,1384,failed
failed,Music,"Country & Folk",2500,156,failed
failed,Music,Rock,15000,3480,failed
failed,Fashion,Ready-to-wear,89683,295,failed
successful,Music,Punk,800,804,successful
successful,Art,Art,1500,4064,successful
failed,"Film & Video",Webseries,450000,20416,failed
successful,Comics,Comics,8500,9537,successful
failed,Publishing,Fiction,2000,0,failed
failed,Publishing,Nonfiction,15000,30,failed
successful,Design,"Product Design",5000,5650,successful
successful,Publishing,Fiction,12800,12874,successful
failed,"Film & Video",Family,2000,0,failed
successful,Fashion,Accessories,10000,34451,successful
failed,"Film & Video","Narrative Film",50000,1356,failed
failed,"Film & Video",Webseries,5000,100,failed
failed,Technology,"Space Exploration",12000,3015,failed
successful,Music,Pop,3000,3064,successful
failed,Photography,Photography,115000,363,failed
failed,Technology,Technology,500000,265,failed
failed,Publishing,Fiction,10000,1,failed
successful,Comics,Comics,1000,12508,successful
successful,Publishing,Publishing,3500,4463,successful
failed,Fashion,Fashion,10000,1864,failed
failed,Publishing,Fiction,5500,2471,failed
failed,Food,Food,40000,137,failed
successful,Food,Food,12500,12526,successful
successful,Design,"Product Design",6600,8148,successful
failed,Photography,Photography,38000,0,failed
successful,Publishing,"Children's Books",3000,3516,successful
successful,Music,"Country & Folk",7500,7540,successful
failed,"Film & Video","Film & Video",10000,25,failed
failed,Technology,Technology,25000,1410,failed
failed,Music,Hip-Hop,5000,0,failed
failed,Publishing,"Children's Books",15500,365,failed
failed,Publishing,Nonfiction,3000,500,failed
failed,Technology,Technology,3000,75,failed
successful,"Film & Video",Comedy,5000,5020,successful
successful,Music,Rock,15000,15230,successful
successful,Games,"Tabletop Games",10000,42468,successful
failed,"Film & Video",Documentary,18000,13904.82,failed
failed,"Film & Video","Narrative Film",300,75,failed
successful,Music,"Country & Folk",3000,3550,successful
failed,Music,Music,850,35,failed
successful,"Film & Video",Documentary,24000,25263,successful
successful,Dance,Dance,4000,4695,successful
successful,Music,Rock,7000,8058.55,successful
failed,Fashion,Apparel,5000,3,failed
failed,Publishing,Poetry,7000,0,failed
successful,Music,Rock,1500,1576,successful
failed,Art,Art,12000,1245,failed
successful,"Film & Video",Documentary,150,245,successful
successful,Art,"Conceptual Art",600,833.36,successful
failed,Theater,Musical,1000000,2,failed
successful,"Film & Video","Narrative Film",3000,3030,successful
successful,"Film & Video","Film & Video",15000,15491,successful
failed,Fashion,Accessories,2500,989,failed
successful,Music,Rock,2250,2458,successful
failed,Games,"Video Games",500,1,failed
failed,Music,"Country & Folk",2500,829,failed
failed,"Film & Video",Comedy,1000000,10140,failed
failed,Art,Art,1500,0,failed
failed,Games,"Tabletop Games",8000,4076,failed
failed,Technology,Software,50000,0,failed
failed,Art,Illustration,50000,9473,failed
successful,"Film & Video",Comedy,12500,23807,successful
failed,Food,Cookbooks,5000,274,failed
successful,Games,"Playing Cards",20000,23335.01,successful
failed,"Film & Video",Documentary,12100,0,failed
successful,"Film & Video",Documentary,15000,15450.45,successful
failed,Games,Games,22500,345,failed
failed,Design,Design,295000,515,failed
successful,Comics,"Comic Books",4000,4706,successful
successful,Games,"Tabletop Games",875,12508,successful
failed,Publishing,Fiction,500,140,failed
failed,"Film & Video",Webseries,3300,730,failed
successful,Dance,Dance,1500,2265,successful
successful,Art,Art,1000,1020,successful
successful,Music,"Classical Music",500,540,successful
successful,Design,Architecture,1500,1962.5,successful
failed,Design,Design,16000,1036,failed
successful,Fashion,Fashion,10000,11738,successful
successful,"Film & Video","Film & Video",3500,3525,successful
successful,Music,Rock,6000,6435,successful
failed,Publishing,Periodicals,5000,30,failed
successful,Publishing,"Literary Journals",4000,4658,successful
failed,Music,R&B,2200,416,failed
failed,Music,Faith,30000,0,failed
successful,Theater,Theater,3000,3562,successful
failed,Art,"Mixed Media",6000,1611,failed
successful,Art,"Mixed Media",3500,3832,successful
failed,Music,"World Music",11000,1,failed
successful,"Film & Video",Animation,375,1108,successful
failed,"Film & Video",Documentary,150000,12952,failed
failed,Games,"Video Games",6000,84,failed
successful,Food,Spaces,8300,9170,successful
successful,Art,"Public Art",9350,9492,successful
failed,Music,"Indie Rock",6000,215,failed
successful,Music,"World Music",20000,21951.77,successful
successful,Comics,"Graphic Novels",3000,3496,successful
failed,Design,"Product Design",8000,350,failed
successful,Music,Music,25000,28550,successful
failed,Publishing,"Literary Journals",2720,910,failed
successful,"Film & Video",Shorts,25000,26022,successful
successful,"Film & Video",Shorts,6000,6700,successful
successful,"Film & Video",Shorts,5000,5000,successful
successful,"Film & Video","Narrative Film",7500,8076,successful
successful,"Film & Video",Webseries,982,1019,successful
failed,Fashion,Fashion,180000,424,failed
successful,Publishing,Academic,25000,33637,successful
successful,Music,Jazz,6000,6540,successful
successful,Technology,Hardware,20000,251089,successful
failed,Crafts,Candles,3000,0,failed
successful,Games,"Tabletop Games",3000,10016,successful
successful,Food,Restaurants,20000,20933,successful
failed,Theater,Plays,3000,51,failed
successful,Games,"Tabletop Games",10000,21393.69,successful
failed,Journalism,Print,4000,0,failed
failed,Music,Music,33500,0,failed
successful,"Film & Video","Film & Video",10000,10808,successful
failed,Music,Rock,1100,286,failed
failed,"Film & Video","Narrative Film",6000,0,failed
failed,Photography,Nature,700,0,failed
successful,Comics,Comics,40000,42723,successful
successful,"Film & Video","Film & Video",6500,19308,successful
failed,Food,Restaurants,2500,1451,failed
failed,"Film & Video",Documentary,5000,0,failed
successful,Games,"Tabletop Games",1600,2038,successful
successful,"Film & Video",Shorts,500,975,successful
failed,"Film & Video",Documentary,21500,75,failed
successful,Music,"Indie Rock",12000,12675.15,successful
successful,Food,Food,9000,13343,successful
failed,Fashion,Apparel,1500,1,failed
successful,"Film & Video","Film & Video",800,857,successful
failed,Games,"Live Games",3000,300,failed
failed,Journalism,Journalism,5000,125,failed
failed,Food,Food,1000,0,failed
failed,Art,"Public Art",1000,732.77,failed
failed,Technology,Web,20000,769.77,failed
successful,"Film & Video","Film & Video",25000,25172,successful
failed,Photography,Photography,7500,341,failed
failed,"Film & Video","Narrative Film",25000,0,failed
failed,Comics,"Comic Books",12000,232,failed
successful,Art,Art,2500,3310,successful
failed,Publishing,Zines,15107,945,failed
failed,Art,Art,10500,11,failed
failed,Comics,Comics,10000,315,failed
failed,Art,Illustration,1000,135,failed
failed,"Film & Video",Shorts,5000,1390,failed
successful,"Film & Video",Shorts,1500,1720,successful
successful,Comics,Webcomics,30000,49577,successful
successful,Art,"Public Art",3000,3125,successful
failed,Publishing,Nonfiction,9000,939,failed
failed,Art,Illustration,3000,1003,failed
failed,Comics,Comics,5000,171,failed
failed,Music,Music,2500,96,failed
failed,"Film & Video",Comedy,10000,40,failed
failed,Publishing,Nonfiction,9999,1,failed
successful,"Film & Video",Shorts,10000,10033,successful
successful,"Film & Video",Documentary,1400,1530,successful
successful,Music,"Indie Rock",2500,2768,successful
successful,Technology,Web,9004,14812.14,successful
failed,Design,"Product Design",2650,130,failed
successful,Games,"Video Games",2500,2594,successful
successful,Art,Sculpture,1000,1060,successful
successful,Design,"Product Design",5000,21857,successful
successful,Games,"Video Games",500,688,successful
successful,Food,Food,7000,8585,successful
failed,Publishing,Poetry,15000,0,failed
failed,Publishing,Nonfiction,5500,930,failed
failed,Fashion,Accessories,10000,502,failed
failed,Art,"Digital Art",8000,0,failed
failed,"Film & Video",Shorts,1800,10,failed
successful,Publishing,Publishing,4725,4962,successful
failed,Theater,Theater,800,185,failed
failed,Technology,Technology,2310,942,failed
failed,"Film & Video",Documentary,27000,13945,failed
successful,Music,"World Music",5000,5693,successful
failed,Art,Art,500,245,failed
successful,Music,"Indie Rock",1499,1590,successful
failed,Design,"Product Design",20000,5637,failed
failed,Food,"Small Batch",18000,2174,failed
failed,"Film & Video",Webseries,5000,50,failed
failed,Music,Music,40000,2650,failed
failed,Fashion,Fashion,500,15,failed
failed,Art,"Digital Art",700,0,failed
successful,Photography,Photography,500,2479,successful
failed,Art,Illustration,800,0,failed
failed,Publishing,"Young Adult",1,0,failed
failed,Comics,Comics,300,0,failed
successful,Games,"Tabletop Games",10000,24924,successful
successful,"Film & Video",Documentary,3500,3638,successful
failed,Music,Music,20000,1,failed
successful,Games,"Tabletop Games",10000,65465.66,successful
failed,Publishing,Academic,10000,101,failed
failed,Design,"Product Design",80000,516,failed
successful,Music,Hip-Hop,5000,5040,successful
failed,Design,"Product Design",19500,2099,failed
failed,Music,"Indie Rock",1750,1257,failed
successful,Technology,Hardware,2000,2287,successful
successful,"Film & Video",Shorts,1000,1069,successful
successful,Dance,Performances,2500,2573,successful
failed,Games,"Playing Cards",7500,3528,failed
failed,Games,"Video Games",500,10,failed
successful,"Film & Video",Documentary,7101,9026.17,successful
failed,Games,"Video Games",1000,13,failed
successful,Technology,Technology,1000,3194,successful
failed,Technology,Flight,125000,1108,failed
successful,Games,"Video Games",50,130,successful
successful,"Film & Video",Shorts,6000,6186.55,successful
failed,"Film & Video",Documentary,18000,836,failed
failed,Theater,Theater,5000,0,failed
failed,"Film & Video",Drama,58000,39207,failed
failed,Publishing,Nonfiction,250,1,failed
failed,Music,Music,4600,1,failed
failed,Design,"Product Design",3000,1530,failed
successful,Music,"Indie Rock",1500,2065,successful
failed,Art,Art,5000,1665,failed
failed,Music,Music,2000,645,failed
failed,Design,"Product Design",200000,9153,failed
failed,Art,"Mixed Media",10000,0,failed
failed,"Film & Video","Film & Video",10000,95,failed
failed,Publishing,Fiction,2500,35,failed
successful,Games,"Tabletop Games",75000,92264,successful
failed,Publishing,Nonfiction,1000,25,failed
successful,Games,"Tabletop Games",3000,4822,successful
failed,"Film & Video","Narrative Film",50000,2685,failed
failed,Music,Music,15000,640,failed
failed,Design,"Product Design",27000,11655,failed
successful,Music,Faith,15000,21744,successful
failed,Technology,Software,50000,16,failed
failed,Technology,Web,160000,511,failed
failed,Games,"Mobile Games",300000,0,failed
failed,Music,Jazz,9000,0,failed
failed,Publishing,Fiction,900,0,failed
failed,Technology,Gadgets,35500,4076,failed
successful,Technology,"Space Exploration",25000,28633.5,successful
successful,Technology,Hardware,30000,645393,successful
successful,Music,"Indie Rock",25000,26855,successful
successful,Music,Rock,12516,13864.17,successful
failed,Publishing,Nonfiction,5000,0,failed
failed,"Film & Video","Science Fiction",5000,0,failed
successful,Theater,Theater,1500,2743,successful
failed,Comics,"Comic Books",2750,190,failed
failed,Music,Music,10000,5440,failed
failed,Art,Art,3000,0,failed
successful,Music,"Indie Rock",3000,4635.01,successful
failed,Music,"Electronic Music",1000,202,failed
failed,Music,Music,20000,1697,failed
successful,"Film & Video",Animation,7500,8051.99,successful
failed,"Film & Video",Shorts,5000,1,failed
failed,Comics,"Comic Books",10000,7450,failed
failed,Games,"Tabletop Games",6000,1076,failed
successful,Dance,Dance,1000,1001,successful
failed,Fashion,Apparel,2000,24,failed
failed,"Film & Video",Comedy,24000,12150,failed
failed,"Film & Video","Narrative Film",10000,260,failed
failed,Fashion,Apparel,500,114,failed
failed,"Film & Video","Narrative Film",3200,67,failed
failed,Music,Rock,500,0,failed
failed,Food,Food,6570,155,failed
failed,Music,Music,3000,0,failed
failed,"Film & Video",Thrillers,5555,0,failed
failed,Food,Farms,25000,30,failed
successful,Games,Games,3000,5430,successful
successful,Art,Art,2500,2600,successful
failed,Photography,Photography,50000,125,failed
successful,Theater,Theater,4000,4135,successful
successful,"Film & Video",Documentary,3000,12136,successful
failed,Music,Hip-Hop,4500,2,failed
successful,Art,"Mixed Media",5000,5200,successful
successful,"Film & Video",Comedy,2500,2525,successful
successful,Music,Faith,500,1000,successful
failed,Design,"Product Design",15000,1698,failed
failed,Design,"Product Design",35000,92,failed
successful,Music,Music,5000,5240.5,successful
failed,Fashion,Fashion,1500,250,failed
failed,Technology,Apps,15000,845,failed
failed,Photography,Photography,2500,0,failed
successful,Theater,Theater,2500,2735,successful
failed,Publishing,Publishing,5000,0,failed
failed,Food,Food,10000,355,failed
failed,Food,Farms,880,210,failed
failed,"Film & Video",Webseries,2000,60,failed
successful,Theater,Experimental,500,550,successful
successful,Comics,"Comic Books",400,446,successful
failed,Photography,Photography,40000,5466,failed
failed,Art,"Mixed Media",3000,525,failed
successful,Music,Music,17000,17631.12,successful
failed,Publishing,"Children's Books",6000,646,failed
failed,Publishing,Fiction,14000,406,failed
failed,"Film & Video","Science Fiction",10000,0,failed
successful,Music,"Country & Folk",9700,10646,successful
successful,Comics,Comics,500,1480,successful
failed,Fashion,Apparel,750,0,failed
successful,Music,Kids,5000,5447.11,successful
successful,Publishing,Publishing,425,535,successful
failed,Fashion,Fashion,200,0,failed
successful,Games,"Tabletop Games",20000,48168,successful
successful,"Film & Video",Shorts,1142.5,1680,successful
failed,Fashion,Apparel,5000,100,failed
failed,Fashion,Fashion,9900,132,failed
failed,Publishing,Nonfiction,10000,0,failed
failed,Photography,Photobooks,1500,380,failed
failed,Technology,Apps,15000,0,failed
successful,Dance,Dance,5050,5994.7,successful
failed,Music,Faith,15000,5470,failed
failed,Design,"Product Design",8000,230,failed
successful,Technology,Technology,10000,10119,successful
successful,Design,"Product Design",12000,20773,successful
failed,"Film & Video","Music Videos",1950,10,failed
failed,Games,"Video Games",8864,116,failed
successful,"Film & Video",Shorts,500,631,successful
successful,Design,"Graphic Design",1000,1255.01,successful
successful,Art,Art,5000,5050,successful
successful,Art,"Digital Art",68000,77676,successful
failed,Design,"Product Design",10000,1410,failed
failed,Food,Vegan,20000,454,failed
successful,Food,"Food Trucks",4000,4985,successful
successful,Games,"Tabletop Games",8000,30722,successful
failed,Games,Games,5000,5,failed
failed,"Film & Video",Documentary,87000,2880,failed
successful,Music,"Indie Rock",2500,2856.85,successful
failed,Food,Cookbooks,10000,1667,failed
failed,Theater,Musical,50000,156,failed
failed,Publishing,Fiction,2000,80,failed
successful,Publishing,Nonfiction,750,937,successful
failed,Fashion,Fashion,20000,50,failed
successful,Crafts,Crafts,200,620,successful
successful,Food,Spaces,3500,5021,successful
failed,Food,Food,1000,138,failed
failed,Music,"World Music",1800,26,failed
failed,Comics,Comics,25000,13931,failed
failed,"Film & Video",Webseries,10000,782,failed
successful,Comics,Webcomics,500,898,successful
failed,Art,Art,10000,380,failed
failed,Technology,Software,28000,1450,failed
successful,Food,Food,25000,25845,successful
successful,Technology,Hardware,11200,11357,successful
failed,Comics,Comics,25000,1860,failed
successful,Comics,Comics,250,1923,successful
failed,Photography,"Fine Art",4000,1,failed
successful,Publishing,"Art Books",19400,26669,successful
failed,Technology,Hardware,12000,9256,failed
failed,Design,"Product Design",7500,55,failed
successful,Photography,Photography,3500,4348,successful
failed,Music,"Indie Rock",3000,359,failed
successful,"Film & Video",Webseries,3200,4865,successful
failed,Publishing,"Young Adult",5000,1,failed
failed,Publishing,"Young Adult",10000,0,failed
failed,Technology,Technology,150000,500,failed
failed,"Film & Video","Music Videos",5500,2110,failed
failed,Photography,Photography,700,545,failed
successful,Theater,Experimental,3000,3051,successful
failed,Design,"Product Design",12000,1591,failed
failed,Music,Music,15000,287,failed
failed,"Film & Video","Film & Video",50000,0,failed
failed,Food,Food,30,0,failed
failed,Food,"Small Batch",5000,60,failed
failed,Technology,Hardware,100000,280,failed
successful,"Film & Video",Shorts,2200,2250,successful
failed,"Film & Video","Film & Video",25000,3295,failed
failed,Theater,Theater,1500,326,failed
failed,Comics,"Comic Books",2500,0,failed
failed,Design,"Product Design",5000,442,failed
failed,"Film & Video",Thrillers,200000,125,failed
successful,Fashion,Fashion,300000,349026.31,successful
failed,Games,"Video Games",5000,1,failed
failed,Technology,Web,17600,226,failed
failed,Comics,"Graphic Novels",500,26,failed
successful,Design,"Product Design",1500,1594,successful
successful,Food,Food,20000,21027,successful
failed,Design,"Product Design",15000,2432,failed
failed,"Film & Video",Documentary,30000,638,failed
successful,Technology,Apps,3000,3518,successful
successful,Music,Music,2000,2810.5,successful
failed,"Film & Video",Documentary,7500,55,failed
failed,Technology,Web,25000,110,failed
failed,Publishing,Nonfiction,10000,50,failed
successful,Publishing,Zines,750,2384,successful
failed,Fashion,Fashion,5000,486,failed
failed,"Film & Video",Animation,8000,105,failed
successful,"Film & Video",Shorts,3600,4000,successful
successful,Publishing,"Children's Books",650,663,successful
successful,Art,Painting,5000,5163,successful
successful,"Film & Video","Film & Video",10000,13750.36,successful
successful,Music,"Classical Music",5150,6150,successful
failed,Art,Art,350,117,failed
failed,Music,"Country & Folk",12000,1669,failed
failed,Technology,"DIY Electronics",35000,1638,failed
failed,"Film & Video",Webseries,500,0,failed
successful,Music,Music,500,557,successful
successful,Music,"Indie Rock",4000,5655.5,successful
failed,Art,"Performance Art",5000,40,failed
failed,Theater,Theater,7000,542,failed
failed,Technology,Hardware,135000,37869,failed
failed,"Film & Video","Film & Video",3700,75,failed
failed,Games,"Tabletop Games",2500,526,failed
failed,"Film & Video","Film & Video",10000,0,failed
failed,Fashion,Accessories,17500,1852,failed
failed,Art,"Public Art",1500,30,failed
failed,Music,Hip-Hop,800,100,failed
failed,Food,"Food Trucks",50000,0,failed
failed,Technology,Technology,25000,1305,failed
successful,Theater,Theater,2500,2585,successful
successful,Food,Drinks,5000,5970,successful
failed,Food,"Small Batch",7400,4391,failed
successful,Music,Rock,2500,2500,successful
successful,Publishing,"Children's Books",5000,6269,successful
successful,"Film & Video",Horror,1000,1091,successful
successful,Design,"Product Design",5000,6306,successful
failed,"Film & Video",Shorts,150000,3507,failed
failed,Fashion,Jewelry,5000,41,failed
failed,Art,Illustration,500,226,failed
successful,Games,"Video Games",250000,285081.44,successful
successful,Art,Painting,6000,6747,successful
failed,Games,"Video Games",15000,1821.27,failed
successful,"Film & Video","Narrative Film",2500,2502,successful
successful,Photography,Nature,650,980,successful
successful,Theater,Theater,3000,3236,successful
successful,Technology,Apps,15000,16055,successful
failed,Music,Music,12000,285,failed
failed,Fashion,Apparel,5000,25,failed
failed,Music,"World Music",12000,3804.81,failed
failed,Games,"Video Games",5800,760,failed
failed,"Film & Video",Documentary,6000,178,failed
successful,Art,Painting,5000,10000,successful
successful,Fashion,Fashion,1800,3126,successful
failed,Art,Art,5000,12,failed
successful,Art,Art,2500,2932.41,successful
failed,Theater,Festivals,1500,1,failed
successful,Comics,Comics,2016,2192,successful
failed,Music,"Indie Rock",2000,25,failed
successful,Design,"Product Design",8000,58610,successful
failed,Design,"Product Design",75000,1,failed
successful,Design,"Product Design",5000,8812,successful
successful,Technology,Technology,55000,178655,successful
successful,Food,Farms,15000,15400,successful
failed,"Film & Video",Documentary,5000,406,failed
failed,Art,Art,350,32,failed
failed,Fashion,Fashion,30000,625,failed
successful,Food,Food,15000,56519.5,successful
successful,"Film & Video","Film & Video",1000,1895,successful
failed,Music,Pop,10000,0,failed
failed,Publishing,Fiction,3000,105,failed
failed,Photography,Photography,2000,1154,failed
successful,Photography,Photobooks,11750,15085,successful
successful,Food,Spaces,3000,3000,successful
successful,Food,"Small Batch",8027,13445,successful
successful,Theater,Plays,6400,6440,successful
failed,Publishing,Nonfiction,7500,340,failed
failed,"Film & Video",Drama,250000,50,failed
failed,Publishing,"Children's Books",1800,25,failed
failed,Art,"Performance Art",600000,0,failed
failed,Fashion,Fashion,2000,18,failed
failed,Games,"Tabletop Games",3000,1487.01,failed
failed,Comics,"Comic Books",14000,35,failed
